"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Fiat Doblo Doblò Cargo Maxi Base Plus 1.3 Mjet 70 kW (95 CV)","","Gasóleo","N1","2425","","","",""
"Fiat Doblo Doblò Cargo Maxi Base Plus 1.3 Mjet 70 kW (95 CV) 750 kg","","Gasóleo","N1","2135","","","",""
"Fiat Doblo Doblò Cargo Maxi Base Plus 1.4 Tjet 89 kW (120 CV) GNC","","Gas natural","N1","2500","","","",""
"Fiat Doblo Doblò Cargo Maxi Base Plus 1.6 Mjet 78 kW (105 CV)","","Gasóleo","N1","2485","","","",""
"Fiat Doblo Doblò Cargo Maxi SX 1.3 Mjet 70 kW (95 CV)","","Gasóleo","N1","2425","","","",""
"Fiat Doblo Doblò Cargo Maxi SX 1.3 Mjet 70 kW (95 CV) 750 kg","","Gasóleo","N1","2135","","","",""
"Fiat Doblo Doblò Cargo Maxi SX 1.4 Tjet 89 kW (120 CV) GNC","","Gas natural","N1","2500","","","",""
"Fiat Doblo Doblò Cargo Maxi SX 1.6 Mjet 78 kW (105 CV)","","Gasóleo","N1","2485","","","",""
"Fiat Doblo Doblò Cargo SX 1.3 Mjet 59 kW (80 CV)","","Gasóleo","N1","2070","","","",""
"Fiat Doblo Doblò Cargo SX 1.3 Mjet 70 kW (95 CV)","","Gasóleo","N1","2070","","","",""
"Fiat Doblo Doblò Cargo SX 1.4 Tjet 89 kW (120 CV) GNC","","Gas natural","N1","2443","","","",""
"Fiat Doblo Doblò Cargo XL Base Plus 1.6 Mjet 78 kW (105 CV)","","Gasóleo","N1","2510","","","",""
"Fiat Doblo Doblò Cargo XL Base Plus 1.6 Mjet 89 kW (120 CV)","","Gasóleo","N1","2510","","","",""
